"","doi","Class","Order","Suborder","Family","Genus","Species","Accession","Level","Trait","Collection","Estimate","Value","Metric","Adjusted_Value","Adjusted_Metric","Converted_Value","Converted_Metric","Conversion_Citation"
"912","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",34.9,"mg",34.9,"mg",34.9,"mg",NA
"913","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",76.24,"mg",76.24,"mg",76.24,"mg",NA
"914","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",31.4,"mg",31.4,"mg",31.4,"mg",NA
"915","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",26.596,"mg",26.596,"mg",26.596,"mg",NA
"916","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",31.4,"mg",31.4,"mg",31.4,"mg",NA
"917","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",36.1,"mg",36.1,"mg",36.1,"mg",NA
"918","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",40.466667,"mg",40.466667,"mg",40.466667,"mg",NA
"919","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",35.996,"mg",35.996,"mg",35.996,"mg",NA
"920","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",34.1,"mg",34.1,"mg",34.1,"mg",NA
"921","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",110.3,"mg",110.3,"mg",110.3,"mg",NA
"922","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",34,"mg",34,"mg",34,"mg",NA
"923","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",95.2,"mg",95.2,"mg",95.2,"mg",NA
"924","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",32.096,"mg",32.096,"mg",32.096,"mg",NA
"925","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",49.1,"mg",49.1,"mg",49.1,"mg",NA
"926","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",44.5,"mg",44.5,"mg",44.5,"mg",NA
"927","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",38.266667,"mg",38.266667,"mg",38.266667,"mg",NA
"928","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus sylvestris","GCA_911622165.1","Chromosome","mass","Dry","NA",93.44,"mg",93.44,"mg",93.44,"mg",NA
"929","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus sylvestris","GCA_911622165.1","Chromosome","mass","Dry","NA",85.24,"mg",85.24,"mg",85.24,"mg",NA
"930","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus sylvestris","GCA_911622165.1","Chromosome","mass","Dry","NA",95.24,"mg",95.24,"mg",95.24,"mg",NA
"931","https://doi.org/10.1371/journal.pone.0175001","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus sylvestris","GCA_911622165.1","Chromosome","mass","Dry","NA",57.3929054054054,"mg",57.3929054054054,"mg",57.3929054054054,"mg",NA
"932","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus sylvestris","GCA_911622165.1","Chromosome","mass","Dry","NA",67.64,"mg",67.64,"mg",67.64,"mg",NA
"933","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",43.696,"mg",43.696,"mg",43.696,"mg",NA
"934","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",36.991,"mg",36.991,"mg",36.991,"mg",NA
"935","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67.496,"mg",67.496,"mg",67.496,"mg",NA
"936","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",62.796,"mg",62.796,"mg",62.796,"mg",NA
"937","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",46.296,"mg",46.296,"mg",46.296,"mg",NA
"938","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",81.8,"mg",81.8,"mg",81.8,"mg",NA
"939","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",96,"mg",96,"mg",96,"mg",NA
"940","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67,"mg",67,"mg",67,"mg",NA
"941","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",167.596,"mg",167.596,"mg",167.596,"mg",NA
"942","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67.5,"mg",67.5,"mg",67.5,"mg",NA
"943","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",59.296,"mg",59.296,"mg",59.296,"mg",NA
"944","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",740,"mg",740,"mg",740,"mg",NA
"945","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",89.533333,"mg",89.533333,"mg",89.533333,"mg",NA
"946","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",93.8,"mg",93.8,"mg",93.8,"mg",NA
"947","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67.3,"mg",67.3,"mg",67.3,"mg",NA
"948","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",241.396,"mg",241.396,"mg",241.396,"mg",NA
"949","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",233.496,"mg",233.496,"mg",233.496,"mg",NA
"950","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",206.396,"mg",206.396,"mg",206.396,"mg",NA
"951","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",32.4,"mg",32.4,"mg",32.4,"mg",NA
"952","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",103.9,"mg",103.9,"mg",103.9,"mg",NA
"953","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",68.266667,"mg",68.266667,"mg",68.266667,"mg",NA
"954","https://doi.org/10.1126/science.abm7649","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",0.186,"g",186,"mg",186,"mg",NA
"955","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",63.7,"mg",63.7,"mg",63.7,"mg",NA
"956","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",68.166667,"mg",68.166667,"mg",68.166667,"mg",NA
"957","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",107.296,"mg",107.296,"mg",107.296,"mg",NA
"958","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",54.696,"mg",54.696,"mg",54.696,"mg",NA
"959","https://doi.org/10.1126/science.abm7649","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",0.225,"g",225,"mg",225,"mg",NA
"960","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",94.5,"mg",94.5,"mg",94.5,"mg",NA
"961","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67.696,"mg",67.696,"mg",67.696,"mg",NA
"962","https://doi.org/10.1126/science.abm7649","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",0.242,"g",242,"mg",242,"mg",NA
"963","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",71.396,"mg",71.396,"mg",71.396,"mg",NA
"964","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",212.8,"mg",212.8,"mg",212.8,"mg",NA
"965","https://doi.org/10.1126/science.abm7649","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",0.258,"g",258,"mg",258,"mg",NA
"966","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",170.496,"mg",170.496,"mg",170.496,"mg",NA
"967","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",73.296,"mg",73.296,"mg",73.296,"mg",NA
"968","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",73,"mg",73,"mg",73,"mg",NA
"969","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",41.4,"mg",41.4,"mg",41.4,"mg",NA
"970","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",153.3,"mg",153.3,"mg",153.3,"mg",NA
"971","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",213.5,"mg",213.5,"mg",213.5,"mg",NA
"972","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",64.6,"mg",64.6,"mg",64.6,"mg",NA
"973","https://doi.org/10.1126/science.abm7649","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",0.255,"g",255,"mg",255,"mg",NA
"974","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",40.7,"mg",40.7,"mg",40.7,"mg",NA
"975","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",39.7,"mg",39.7,"mg",39.7,"mg",NA
"976","https://doi.org/10.1111/1744-7917.12362","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","No",54.65,"mg",54.65,"mg",54.65,"mg",NA
"977","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",66.996,"mg",66.996,"mg",66.996,"mg",NA
"978","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",72.196,"mg",72.196,"mg",72.196,"mg",NA
"979","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",65.4,"mg",65.4,"mg",65.4,"mg",NA
"980","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",249.6,"mg",249.6,"mg",249.6,"mg",NA
"981","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",252,"mg",252,"mg",252,"mg",NA
"982","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",88.296,"mg",88.296,"mg",88.296,"mg",NA
"983","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",224.796,"mg",224.796,"mg",224.796,"mg",NA
"984","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",64,"mg",64,"mg",64,"mg",NA
"985","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",61.2,"mg",61.2,"mg",61.2,"mg",NA
"986","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",53.3,"mg",53.3,"mg",53.3,"mg",NA
"987","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67.296,"mg",67.296,"mg",67.296,"mg",NA
"988","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",66.396,"mg",66.396,"mg",66.396,"mg",NA
"989","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",54.4,"mg",54.4,"mg",54.4,"mg",NA
"990","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",67,"mg",67,"mg",67,"mg",NA
"991","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",101.4,"mg",101.4,"mg",101.4,"mg",NA
"992","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",218.9,"mg",218.9,"mg",218.9,"mg",NA
"993","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",72.3,"mg",72.3,"mg",72.3,"mg",NA
"994","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",105.9,"mg",105.9,"mg",105.9,"mg",NA
"995","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",225.996,"mg",225.996,"mg",225.996,"mg",NA
"996","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",74.396,"mg",74.396,"mg",74.396,"mg",NA
"997","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",194.8,"mg",194.8,"mg",194.8,"mg",NA
"998","https://doi.org/10.1126/science.abm7649","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Live","No",0.231,"g",231,"mg",231,"mg",NA
"999","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",81.096,"mg",81.096,"mg",81.096,"mg",NA
"1000","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",97.1,"mg",97.1,"mg",97.1,"mg",NA
"1001","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",60.78,"mg",60.78,"mg",60.78,"mg",NA
"1002","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",89,"mg",89,"mg",89,"mg",NA
"1003","https://doi.org/10.1371/journal.pone.0175001","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",72.2754582210243,"mg",72.2754582210243,"mg",72.2754582210243,"mg",NA
"1004","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",39.483,"mg",39.483,"mg",39.483,"mg",NA
"1005","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",202,"mg",202,"mg",202,"mg",NA
"1006","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",53.3,"mg",53.3,"mg",53.3,"mg",NA
"1007","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",64.6,"mg",64.6,"mg",64.6,"mg",NA
"1008","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",38.043,"mg",38.043,"mg",38.043,"mg",NA
"1009","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",46.6,"mg",46.6,"mg",46.6,"mg",NA
"1010","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",212.596,"mg",212.596,"mg",212.596,"mg",NA
"1011","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",49.7,"mg",49.7,"mg",49.7,"mg",NA
"1012","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",58,"mg",58,"mg",58,"mg",NA
"1013","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",46.4,"mg",46.4,"mg",46.4,"mg",NA
"1014","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus terrestris","GCF_910591885.1","Chromosome","mass","Dry","NA",69.866667,"mg",69.866667,"mg",69.866667,"mg",NA
